0;[0,4];[0,9];[0,19];[0,39];[0,99]
1;[0,4];[0,9];[0,19];[0,39];[0,99]
2;[0,4];[0,9];[0,19];[0,39];[0,99]
3;[0,4];[0,9];[0,19];[0,39];[0,99]
4;[0,4];[0,9];[0,19];[0,39];[0,99]
5;[5,9];[0,9];[0,19];[0,39];[0,99]
6;[5,9];[0,9];[0,19];[0,39];[0,99]
7;[5,9];[0,9];[0,19];[0,39];[0,99]
8;[5,9];[0,9];[0,19];[0,39];[0,99]
9;[5,9];[0,9];[0,19];[0,39];[0,99]
10;[10,14];[10,19];[0,19];[0,39];[0,99]
11;[10,14];[10,19];[0,19];[0,39];[0,99]
12;[10,14];[10,19];[0,19];[0,39];[0,99]
13;[10,14];[10,19];[0,19];[0,39];[0,99]
14;[10,14];[10,19];[0,19];[0,39];[0,99]
15;[15,19];[10,19];[0,19];[0,39];[0,99]
16;[15,19];[10,19];[0,19];[0,39];[0,99]
17;[15,19];[10,19];[0,19];[0,39];[0,99]
18;[15,19];[10,19];[0,19];[0,39];[0,99]
19;[15,19];[10,19];[0,19];[0,39];[0,99]
20;[20,24];[20,29];[20,39];[0,39];[0,99]
21;[20,24];[20,29];[20,39];[0,39];[0,99]
22;[20,24];[20,29];[20,39];[0,39];[0,99]
23;[20,24];[20,29];[20,39];[0,39];[0,99]
24;[20,24];[20,29];[20,39];[0,39];[0,99]
25;[25,29];[20,29];[20,39];[0,39];[0,99]
26;[25,29];[20,29];[20,39];[0,39];[0,99]
27;[25,29];[20,29];[20,39];[0,39];[0,99]
28;[25,29];[20,29];[20,39];[0,39];[0,99]
29;[25,29];[20,29];[20,39];[0,39];[0,99]
30;[30,34];[30,39];[20,39];[0,39];[0,99]
31;[30,34];[30,39];[20,39];[0,39];[0,99]
32;[30,34];[30,39];[20,39];[0,39];[0,99]
33;[30,34];[30,39];[20,39];[0,39];[0,99]
34;[30,34];[30,39];[20,39];[0,39];[0,99]
35;[35,39];[30,39];[20,39];[0,39];[0,99]
36;[35,39];[30,39];[20,39];[0,39];[0,99]
37;[35,39];[30,39];[20,39];[0,39];[0,99]
38;[35,39];[30,39];[20,39];[0,39];[0,99]
39;[35,39];[30,39];[20,39];[0,39];[0,99]
40;[40,44];[40,49];[40,59];[40,79];[0,99]
41;[40,44];[40,49];[40,59];[40,79];[0,99]
42;[40,44];[40,49];[40,59];[40,79];[0,99]
43;[40,44];[40,49];[40,59];[40,79];[0,99]
44;[40,44];[40,49];[40,59];[40,79];[0,99]
45;[45,49];[40,49];[40,59];[40,79];[0,99]
46;[45,49];[40,49];[40,59];[40,79];[0,99]
47;[45,49];[40,49];[40,59];[40,79];[0,99]
48;[45,49];[40,49];[40,59];[40,79];[0,99]
49;[45,49];[40,49];[40,59];[40,79];[0,99]
50;[50,54];[50,59];[40,59];[40,79];[0,99]
51;[50,54];[50,59];[40,59];[40,79];[0,99]
52;[50,54];[50,59];[40,59];[40,79];[0,99]
53;[50,54];[50,59];[40,59];[40,79];[0,99]
54;[50,54];[50,59];[40,59];[40,79];[0,99]
55;[55,59];[50,59];[40,59];[40,79];[0,99]
56;[55,59];[50,59];[40,59];[40,79];[0,99]
57;[55,59];[50,59];[40,59];[40,79];[0,99]
58;[55,59];[50,59];[40,59];[40,79];[0,99]
59;[55,59];[50,59];[40,59];[40,79];[0,99]
60;[60,64];[60,69];[60,79];[40,79];[0,99]
61;[60,64];[60,69];[60,79];[40,79];[0,99]
62;[60,64];[60,69];[60,79];[40,79];[0,99]
63;[60,64];[60,69];[60,79];[40,79];[0,99]
64;[60,64];[60,69];[60,79];[40,79];[0,99]
65;[65,69];[60,69];[60,79];[40,79];[0,99]
66;[65,69];[60,69];[60,79];[40,79];[0,99]
67;[65,69];[60,69];[60,79];[40,79];[0,99]
68;[65,69];[60,69];[60,79];[40,79];[0,99]
69;[65,69];[60,69];[60,79];[40,79];[0,99]
70;[70,74];[70,79];[60,79];[40,79];[0,99]
71;[70,74];[70,79];[60,79];[40,79];[0,99]
72;[70,74];[70,79];[60,79];[40,79];[0,99]
73;[70,74];[70,79];[60,79];[40,79];[0,99]
74;[70,74];[70,79];[60,79];[40,79];[0,99]
75;[75,79];[70,79];[60,79];[40,79];[0,99]
76;[75,79];[70,79];[60,79];[40,79];[0,99]
77;[75,79];[70,79];[60,79];[40,79];[0,99]
78;[75,79];[70,79];[60,79];[40,79];[0,99]
79;[75,79];[70,79];[60,79];[40,79];[0,99]
80;[80,84];[80,89];[80,99];[80,99];[0,99]
81;[80,84];[80,89];[80,99];[80,99];[0,99]
82;[80,84];[80,89];[80,99];[80,99];[0,99]
83;[80,84];[80,89];[80,99];[80,99];[0,99]
84;[80,84];[80,89];[80,99];[80,99];[0,99]
85;[85,89];[80,89];[80,99];[80,99];[0,99]
86;[85,89];[80,89];[80,99];[80,99];[0,99]
87;[85,89];[80,89];[80,99];[80,99];[0,99]
88;[85,89];[80,89];[80,99];[80,99];[0,99]
89;[85,89];[80,89];[80,99];[80,99];[0,99]
90;[90,94];[90,99];[80,99];[80,99];[0,99]
91;[90,94];[90,99];[80,99];[80,99];[0,99]
92;[90,94];[90,99];[80,99];[80,99];[0,99]
93;[90,94];[90,99];[80,99];[80,99];[0,99]
94;[90,94];[90,99];[80,99];[80,99];[0,99]
95;[95,99];[90,99];[80,99];[80,99];[0,99]
96;[95,99];[90,99];[80,99];[80,99];[0,99]
97;[95,99];[90,99];[80,99];[80,99];[0,99]
99;[95,99];[90,99];[80,99];[80,99];[0,99]
99;[95,99];[90,99];[80,99];[80,99];[0,99]
